age,occupation,annual_income,num_bank_acc,num_credit_card,interest_rate,delay_from_due_date,outstanding_debt,credit_util_ratio,credit_history_age,payment_of_min_amount,installment_per_month,amount_invested_monthly,payment_behavior,monthly_balance,credit_score
24,Doctor,43610.13,2,4,9,16,1371.99,25.85,28.0,No,133.36,363.38,Low_spent_Medium_value_payments,147.27,2
24,Doctor,43610.13,2,4,9,7,1371.99,33.59,28.2,No,133.36,70.7,High_spent_Large_value_payments,399.95,2
24,Doctor,43610.13,2,4,9,11,1371.99,27.38,28.3,No,133.36,184.86,Low_spent_Large_value_payments,315.79,1
24,Doctor,43610.13,2,4,9,14,1371.99,32.46,28.4,No,133.36,88.28,High_spent_Medium_value_payments,392.37,2
16,Media_Manager,60335.25,9,9,15,44,1814.22,33.63,16.8,Yes,92.43,178.93,Low_spent_Small_value_payments,530.74,0
16,Media_Manager,60335.25,9,9,15,44,1814.22,36.32,16.9,Yes,92.43,240.63,Low_spent_Small_value_payments,469.04,0
17,Media_Manager,60335.25,9,9,15,44,1814.22,30.46,17.1,Yes,92.43,91.84,High_spent_Large_value_payments,567.83,1
17,Media_Manager,60335.25,9,9,15,44,1814.22,37.59,17.2,Yes,92.43,139.79,High_spent_Medium_value_payments,529.88,1
17,Media_Manager,60335.25,9,9,15,44,1814.22,36.08,17.3,Yes,92.43,104.55,High_spent_Small_value_payments,575.12,1
19,Architect,26922.65,4,7,17,22,1179.89,33.01,20.2,No,58.96,94.8,High_spent_Medium_value_payments,330.59,1
19,Architect,26922.65,4,7,17,22,1179.89,36.95,20.4,No,58.96,170.35,Low_spent_Medium_value_payments,285.05,1
17,Teacher,28356.18,10,9,31,38,4157.2,34.17,5.1,Yes,140.7,87.05,Low_spent_Large_value_payments,284.76,1
17,Teacher,28356.18,10,9,31,38,4157.2,26.43,5.2,Yes,140.7,130.52,Low_spent_Medium_value_payments,251.28,1
17,Teacher,28356.18,10,9,31,38,4157.2,33.08,5.3,Yes,140.7,129.66,Low_spent_Large_value_payments,242.14,1
18,Teacher,28356.18,10,9,31,38,4157.2,38.92,5.4,Yes,140.7,49.34,High_spent_Large_value_payments,292.46,1
18,Teacher,28356.18,10,9,31,36,4157.2,34.06,5.6,Yes,140.7,29.15,High_spent_Large_value_payments,312.66,1
47,Engineer,24372.88,5,6,13,26,719.48,27.16,28.3,Yes,55.35,22.35,High_spent_Large_value_payments,360.41,1
48,Engineer,24372.88,5,6,13,26,719.48,23.92,28.4,Yes,55.35,192.04,Low_spent_Small_value_payments,240.72,1
48,Engineer,24372.88,5,6,13,28,719.48,29.93,28.5,Yes,55.35,207.47,Low_spent_Small_value_payments,225.29,1
48,Engineer,24372.88,5,6,13,26,719.48,24.72,28.6,Yes,55.35,38.72,High_spent_Large_value_payments,344.04,1
48,Engineer,24372.88,5,6,13,26,719.48,31.38,28.8,Yes,55.35,19.06,High_spent_Large_value_payments,363.7,1
37,Media_Manager,24881.15,4,6,19,7,931.68,33.78,18.4,Yes,40.17,166.52,Low_spent_Small_value_payments,313.75,1
19,Teacher,72152.8,4,7,3,19,847.35,24.89,29.0,No,171.81,129.75,High_spent_Small_value_payments,543.41,0
19,Teacher,72152.8,4,7,3,23,847.35,36.99,29.5,No,171.81,233.47,High_spent_Small_value_payments,439.7,0
20,Teacher,72152.8,4,7,3,19,847.35,39.67,29.6,No,171.81,99.77,High_spent_Medium_value_payments,563.39,0
44,Journalist,26908.25,6,5,19,21,546.83,28.67,18.11,No,52.07,291.36,Low_spent_Small_value_payments,172.0,1
44,Journalist,26908.25,6,5,19,18,546.83,25.65,19.4,No,52.07,36.74,High_spent_Large_value_payments,376.62,1
38,Architect,32919.12,7,10,26,43,1960.47,30.76,13.11,Yes,78.67,253.15,Low_spent_Small_value_payments,230.5,0
39,Architect,32919.12,7,10,26,43,1960.47,32.66,14.1,Yes,78.67,123.8,High_spent_Small_value_payments,329.85,0
39,Architect,32919.12,7,10,26,43,1960.47,39.97,14.3,Yes,78.67,145.14,Low_spent_Small_value_payments,338.52,0
37,Musician,53143.17,8,8,18,44,3687.18,34.71,5.9,Yes,220.14,102.02,High_spent_Medium_value_payments,383.3,0
37,Musician,53143.17,8,8,18,41,3687.18,35.82,6.1,Yes,220.14,38.4,High_spent_Large_value_payments,436.91,0
37,Musician,53143.17,8,8,18,42,3687.18,29.83,6.2,Yes,220.14,93.25,High_spent_Medium_value_payments,392.06,0
18,Journalist,34315.71,4,4,19,20,24.75,33.26,15.1,Yes,37.61,74.68,High_spent_Medium_value_payments,439.57,1
19,Journalist,34315.71,4,4,19,20,24.75,36.61,15.11,Yes,37.61,124.51,High_spent_Medium_value_payments,389.74,1
19,Journalist,34315.71,4,4,19,20,24.75,34.83,16.1,Yes,37.61,123.07,High_spent_Medium_value_payments,391.19,1
47,Manager,31280.63,8,4,11,16,385.83,33.46,24.11,Yes,21.4,173.97,Low_spent_Medium_value_payments,334.61,1
47,Manager,31280.63,8,4,11,16,385.83,33.59,25.3,Yes,21.4,82.48,High_spent_Medium_value_payments,396.09,1
47,Manager,31280.63,8,4,11,16,385.83,34.8,25.4,Yes,21.4,192.11,Low_spent_Small_value_payments,326.46,1
43,Engineer,14031.25,8,10,28,51,3806.35,38.82,2.2,Yes,79.52,94.98,Low_spent_Large_value_payments,206.22,1
43,Engineer,14031.25,8,10,28,51,3806.35,27.86,2.3,Yes,79.52,20.1,High_spent_Large_value_payments,251.1,1
43,Engineer,14031.25,8,10,28,54,3806.35,32.67,2.4,Yes,79.52,105.74,Low_spent_Small_value_payments,215.46,0
43,Engineer,14031.25,8,10,28,55,3806.35,27.56,2.5,Yes,79.52,87.97,Low_spent_Medium_value_payments,223.24,1
44,Engineer,14031.25,8,10,28,51,3806.35,28.76,2.8,Yes,79.52,96.74,Low_spent_Small_value_payments,224.46,0
38,Mechanic,17015.66,6,7,28,26,1987.47,27.92,15.8,Yes,81.81,77.13,Low_spent_Medium_value_payments,254.36,0
38,Mechanic,17015.66,6,7,28,31,1987.47,29.7,15.9,Yes,81.81,143.01,Low_spent_Small_value_payments,198.48,0
38,Mechanic,17015.66,6,7,28,26,1987.47,37.78,15.11,Yes,81.81,80.55,Low_spent_Small_value_payments,260.94,0
38,Mechanic,17015.66,6,7,28,26,1987.47,35.77,16.0,Yes,81.81,76.04,Low_spent_Small_value_payments,265.45,0
25,Developer,10307.97,8,3,13,6,480.17,34.37,15.11,Yes,11.02,80.09,Low_spent_Small_value_payments,261.49,1
25,Developer,10307.97,8,3,13,10,480.17,27.04,16.1,Yes,11.02,44.31,Low_spent_Medium_value_payments,287.27,1
25,Developer,10307.97,8,3,13,2,480.17,25.03,16.2,Yes,11.02,19.72,Low_spent_Large_value_payments,301.85,1
25,Developer,10307.97,8,3,13,6,480.17,40.61,16.6,Yes,11.02,37.73,Low_spent_Large_value_payments,283.84,1
55,Lawyer,36368.55,6,5,15,8,950.56,33.5,22.4,No,95.43,215.6,Low_spent_Large_value_payments,237.24,1
55,Lawyer,36368.55,6,5,15,10,950.56,38.17,22.8,No,95.43,54.05,High_spent_Medium_value_payments,378.79,1
55,Lawyer,36368.55,6,5,15,10,950.56,29.36,22.9,No,95.43,346.25,Low_spent_Small_value_payments,126.59,1
25,Mechanic,12975.96,8,5,16,14,531.08,33.62,25.8,No,5.77,78.24,Low_spent_Small_value_payments,309.63,1
25,Mechanic,12975.96,8,5,16,18,531.08,36.32,25.9,No,5.77,110.18,Low_spent_Small_value_payments,277.69,1
25,Mechanic,12975.96,8,5,16,14,531.08,36.08,25.1,No,5.77,34.86,Low_spent_Large_value_payments,333.01,1
26,Mechanic,12975.96,8,5,16,19,531.08,29.8,26.2,No,5.77,67.68,Low_spent_Small_value_payments,320.19,1
29,Architect,45780.86,6,6,19,28,984.91,38.31,5.11,Yes,125.96,197.28,High_spent_Small_value_payments,290.87,1
29,Architect,45780.86,6,6,19,28,984.91,26.57,6.0,Yes,125.96,276.3,Low_spent_Medium_value_payments,231.85,1
29,Architect,45780.86,6,6,19,29,984.91,37.73,6.1,Yes,125.96,291.18,Low_spent_Medium_value_payments,216.97,1
29,Architect,45780.86,6,6,19,28,984.91,37.49,6.2,Yes,125.96,52.46,High_spent_Medium_value_payments,425.69,1
29,Architect,45780.86,6,6,19,28,984.91,31.09,6.3,Yes,125.96,23.68,High_spent_Large_value_payments,444.47,1
21,Accountant,28184.28,7,5,10,29,901.52,26.29,28.2,Yes,15.36,228.23,Low_spent_Small_value_payments,286.28,1
21,Accountant,28184.28,7,5,10,33,901.52,36.32,28.4,Yes,15.36,56.06,High_spent_Medium_value_payments,418.45,2
29,Journalist,9979.875,8,5,16,31,1179.69,33.1,27.8,Yes,6.05,42.53,Low_spent_Small_value_payments,338.78,0
41,Scientist,19205.485,5,5,1,1,372.06,30.65,19.11,No,39.42,192.61,Low_spent_Small_value_payments,240.82,1
42,Scientist,19205.485,5,5,1,1,372.06,39.75,20.0,No,39.42,19.31,High_spent_Large_value_payments,364.12,2
42,Scientist,19205.485,5,5,1,1,372.06,24.59,20.1,No,39.42,221.98,Low_spent_Small_value_payments,211.45,2
42,Scientist,19205.485,5,5,1,3,372.06,31.23,20.2,No,39.42,169.41,Low_spent_Large_value_payments,244.02,2
50,Entrepreneur,19891.58,4,1,7,15,320.29,30.18,28.5,No,58.92,86.1,Low_spent_Small_value_payments,296.54,2
50,Entrepreneur,19891.58,4,1,7,15,320.29,36.09,28.8,No,58.92,45.07,High_spent_Medium_value_payments,297.56,2
37,Manager,30247.7,5,6,10,17,841.39,30.52,12.5,Yes,90.6,187.79,Low_spent_Small_value_payments,244.48,1
37,Manager,30247.7,5,6,10,17,841.39,29.14,12.6,Yes,90.6,43.91,High_spent_Medium_value_payments,348.36,1
37,Manager,30247.7,5,6,10,17,841.39,39.25,12.7,Yes,90.6,32.45,High_spent_Medium_value_payments,359.81,1
36,Journalist,56340.6,3,1,12,8,538.87,37.46,23.5,No,26.81,197.43,Low_spent_Large_value_payments,529.46,2
25,Engineer,62571.84,2,2,7,8,472.54,36.7,23.5,No,103.56,213.65,High_spent_Medium_value_payments,476.83,2
25,Engineer,62571.84,2,2,7,8,472.54,32.51,23.7,No,103.56,66.64,High_spent_Large_value_payments,613.83,2
21,Entrepreneur,81334.68,9,9,32,40,1731.47,39.58,13.5,Yes,99.28,147.86,High_spent_Large_value_payments,669.55,0
22,Entrepreneur,81334.68,9,9,32,37,1731.47,28.12,13.6,Yes,99.28,204.44,High_spent_Medium_value_payments,622.97,0
22,Entrepreneur,81334.68,9,9,32,37,1731.47,34.84,13.7,Yes,99.28,231.71,High_spent_Medium_value_payments,595.7,0
22,Entrepreneur,81334.68,9,9,32,37,1731.47,36.46,13.8,Yes,99.28,351.72,Low_spent_Medium_value_payments,505.69,0
54,Mechanic,36274.17,8,4,15,16,237.17,31.25,25.7,No,83.92,88.12,High_spent_Medium_value_payments,388.64,1
55,Mechanic,36274.17,8,4,15,16,237.17,22.86,25.9,No,83.92,399.08,Low_spent_Small_value_payments,117.69,1
55,Mechanic,36274.17,8,4,15,16,237.17,28.2,25.11,No,83.92,24.73,High_spent_Large_value_payments,442.04,1
55,Mechanic,36274.17,8,4,15,16,237.17,36.62,26.1,No,83.92,37.17,High_spent_Large_value_payments,429.59,1
55,Mechanic,36274.17,8,4,15,16,237.17,23.11,26.2,No,83.92,55.19,High_spent_Small_value_payments,431.58,1
49,Developer,59703.46,3,3,9,6,621.5,26.94,23.11,No,121.97,271.66,High_spent_Small_value_payments,340.3,1
49,Developer,59703.46,3,3,9,3,621.5,36.97,24.1,No,121.97,199.4,High_spent_Medium_value_payments,402.56,1
49,Developer,59703.46,3,3,9,6,621.5,24.29,24.4,No,121.97,104.16,High_spent_Medium_value_payments,497.8,1
41,Teacher,40740.44,4,3,10,29,247.04,30.13,17.11,Yes,144.41,99.2,Low_spent_Medium_value_payments,369.49,1
41,Teacher,40740.44,4,3,10,29,247.04,36.02,18.0,Yes,144.41,126.17,High_spent_Medium_value_payments,312.52,1
41,Teacher,40740.44,4,3,10,26,247.04,35.39,18.1,Yes,144.41,97.97,High_spent_Medium_value_payments,340.72,1
41,Teacher,40740.44,4,3,10,29,247.04,39.7,18.2,Yes,144.41,86.0,High_spent_Large_value_payments,342.69,1
41,Teacher,40740.44,4,3,10,29,247.04,39.01,18.3,Yes,144.41,80.93,High_spent_Medium_value_payments,357.76,1
41,Teacher,40740.44,4,3,10,30,247.04,33.25,18.5,Yes,144.41,148.64,Low_spent_Small_value_payments,330.05,0
41,Teacher,40740.44,4,3,10,29,247.04,31.02,18.6,Yes,144.41,69.24,High_spent_Medium_value_payments,369.45,0
38,Architect,7750.735,3,7,25,12,1651.44,25.75,10.1,Yes,17.19,85.12,Low_spent_Small_value_payments,257.88,0
38,Architect,7750.735,3,7,25,9,1651.44,25.8,10.4,Yes,17.19,63.95,Low_spent_Small_value_payments,279.04,1
38,Architect,7750.735,3,7,25,12,1651.44,34.45,10.5,Yes,17.19,87.72,Low_spent_Small_value_payments,255.28,1
38,Architect,7750.735,3,7,25,12,1651.44,25.53,10.6,Yes,17.19,18.25,High_spent_Medium_value_payments,284.75,0
22,Teacher,8693.97,6,5,18,36,1496.11,36.22,11.11,Yes,29.31,16.14,High_spent_Small_value_payments,282.1,0
22,Teacher,8693.97,6,5,18,36,1496.11,29.91,12.0,Yes,29.31,12.23,High_spent_Large_value_payments,266.01,0
22,Teacher,8693.97,6,5,18,41,1496.11,33.14,12.1,Yes,29.31,25.86,Low_spent_Small_value_payments,302.38,0
52,Lawyer,76040.81999999999,7,4,8,24,982.4,37.35,17.1,Yes,223.69,152.89,High_spent_Large_value_payments,495.79,1
52,Lawyer,76040.81999999999,7,4,8,25,982.4,34.5,17.3,Yes,223.69,138.62,High_spent_Medium_value_payments,520.06,1
52,Lawyer,76040.81999999999,7,4,8,24,982.4,35.2,17.5,Yes,223.69,151.6,High_spent_Medium_value_payments,507.08,1
17,Engineer,18191.86,9,5,27,55,4460.12,29.09,12.3,Yes,78.56,77.72,Low_spent_Medium_value_payments,250.12,1
18,Engineer,18191.86,9,5,27,58,4460.12,37.89,12.5,Yes,78.56,97.91,Low_spent_Small_value_payments,239.93,1
18,Engineer,18191.86,9,5,27,58,4460.12,39.61,12.6,Yes,78.56,112.8,Low_spent_Medium_value_payments,215.04,1
18,Engineer,18191.86,9,5,27,58,4460.12,25.2,12.7,Yes,78.56,55.2,Low_spent_Medium_value_payments,272.64,1
18,Engineer,18191.86,9,5,27,58,4460.12,31.4,12.9,Yes,78.56,139.33,Low_spent_Small_value_payments,198.5,1
18,Engineer,18191.86,9,5,27,58,4460.12,25.78,12.1,Yes,78.56,83.37,Low_spent_Large_value_payments,234.47,1
27,Engineer,39630.92,8,7,6,5,2566.9,28.6,6.0,Yes,78.76,128.29,High_spent_Small_value_payments,369.9,1
27,Engineer,39630.92,8,7,6,8,2566.9,29.45,6.1,Yes,78.76,115.48,High_spent_Medium_value_payments,372.71,1
27,Engineer,39630.92,8,7,6,4,2566.9,29.36,6.2,Yes,78.76,230.73,Low_spent_Large_value_payments,277.46,1
27,Engineer,39630.92,8,7,6,11,2566.9,26.67,6.3,Yes,78.76,130.05,High_spent_Small_value_payments,368.14,1
27,Engineer,39630.92,8,7,6,5,2566.9,33.06,6.5,Yes,78.76,84.15,High_spent_Medium_value_payments,404.05,1
27,Engineer,39630.92,8,7,6,8,2566.9,26.95,6.6,Yes,78.76,107.0,High_spent_Medium_value_payments,381.19,1
42,Engineer,14562.32,7,8,34,56,1916.2,27.61,18.5,Yes,43.09,149.69,Low_spent_Small_value_payments,214.07,0
42,Engineer,14562.32,7,8,34,56,1916.2,31.59,18.7,Yes,43.09,111.63,Low_spent_Small_value_payments,252.13,0
42,Engineer,14562.32,7,8,34,56,1916.2,31.82,18.1,Yes,43.09,44.71,Low_spent_Small_value_payments,319.05,1
43,Engineer,14562.32,7,8,34,56,1916.2,27.22,18.11,Yes,43.09,59.61,Low_spent_Small_value_payments,304.15,1
18,Entrepreneur,58962.2,10,7,15,34,4294.21,32.92,9.5,Yes,289.28,89.55,High_spent_Medium_value_payments,379.82,1
19,Entrepreneur,58962.2,10,7,15,30,4294.21,27.61,9.6,Yes,289.28,344.53,Low_spent_Medium_value_payments,154.84,1
32,Media_Manager,35022.76,6,4,11,30,794.33,28.17,22.8,No,64.44,229.36,Low_spent_Small_value_payments,260.85,1
32,Media_Manager,35022.76,6,4,11,30,794.33,30.26,22.1,No,64.44,241.06,Low_spent_Medium_value_payments,239.15,1
33,Media_Manager,35022.76,6,4,11,30,794.33,32.35,23.0,No,64.44,138.93,Low_spent_Large_value_payments,331.29,1
33,Media_Manager,35022.76,6,4,11,30,794.33,39.69,23.1,No,64.44,143.52,Low_spent_Small_value_payments,346.7,1
33,Media_Manager,35022.76,6,4,11,30,794.33,28.47,23.2,No,64.44,111.15,Low_spent_Small_value_payments,379.06,1
35,Media_Manager,30910.68,6,3,17,20,392.56,30.37,10.11,Yes,55.01,203.8,Low_spent_Medium_value_payments,258.68,1
35,Media_Manager,30910.68,6,3,17,23,392.56,33.26,11.0,Yes,55.01,149.13,Low_spent_Large_value_payments,303.35,1
36,Media_Manager,30910.68,6,3,17,25,392.56,28.84,11.1,Yes,55.01,156.4,Low_spent_Large_value_payments,296.08,1
36,Media_Manager,30910.68,6,3,17,25,392.56,22.56,11.3,Yes,55.01,199.54,Low_spent_Large_value_payments,252.94,1
26,Teacher,19956.75,6,5,1,16,1271.85,23.36,23.5,No,28.52,46.62,High_spent_Small_value_payments,343.56,2
27,Teacher,19956.75,6,5,1,17,1271.85,33.96,23.8,No,28.52,201.81,Low_spent_Small_value_payments,218.38,2
20,Lawyer,49116.74,4,4,16,18,1429.53,24.52,17.1,Yes,112.66,249.15,High_spent_Small_value_payments,332.5,1
20,Lawyer,49116.74,4,4,16,18,1429.53,34.95,17.11,Yes,112.66,265.16,Low_spent_Small_value_payments,346.48,1
20,Lawyer,49116.74,4,4,16,13,1429.53,27.7,18.1,Yes,112.66,348.47,Low_spent_Large_value_payments,243.18,1
21,Lawyer,49116.74,4,4,16,23,1429.53,41.78,18.5,Yes,112.66,88.48,High_spent_Medium_value_payments,483.17,1
27,Media_Manager,38218.3,7,3,16,15,1300.39,36.78,18.1,Yes,113.15,205.18,Low_spent_Large_value_payments,279.26,1
27,Media_Manager,38218.3,7,3,16,15,1300.39,31.59,18.11,Yes,113.15,57.13,High_spent_Large_value_payments,397.31,1
27,Media_Manager,38218.3,7,3,16,19,1300.39,24.22,19.0,Yes,113.15,170.67,Low_spent_Small_value_payments,333.77,1
27,Media_Manager,38218.3,7,3,16,19,1300.39,26.44,19.2,Yes,113.15,65.99,High_spent_Medium_value_payments,398.45,2
17,Lawyer,73128.0,5,6,20,15,1237.13,33.49,19.9,Yes,42.37,126.08,High_spent_Large_value_payments,651.15,1
18,Lawyer,73128.0,5,6,20,17,1237.13,33.87,20.0,Yes,42.37,236.01,Low_spent_Medium_value_payments,581.23,1
24,Writer,19669.56,8,8,30,24,4312.41,34.89,6.8,Yes,69.02,112.73,Low_spent_Small_value_payments,296.26,1
25,Writer,19669.56,8,8,30,24,4312.41,33.68,7.0,Yes,69.02,14.63,High_spent_Large_value_payments,344.36,1
25,Writer,19669.56,8,8,30,27,4312.41,37.61,7.1,Yes,69.02,37.11,High_spent_Medium_value_payments,331.89,1
45,Musician,15131.11,7,8,15,15,2776.52,27.11,1.5,Yes,86.07,51.73,Low_spent_Small_value_payments,284.39,0
45,Musician,15131.11,7,8,15,15,2776.52,29.45,1.11,Yes,86.07,90.84,Low_spent_Small_value_payments,245.28,0
17,Accountant,20137.56,6,5,30,19,2577.87,30.56,5.8,Yes,31.67,35.43,High_spent_Medium_value_payments,380.61,0
17,Accountant,20137.56,6,5,30,19,2577.87,33.2,6.0,Yes,31.67,211.23,Low_spent_Small_value_payments,244.81,1
17,Accountant,20137.56,6,5,30,18,2577.87,26.53,6.1,Yes,31.67,65.76,Low_spent_Medium_value_payments,380.28,0
17,Accountant,20137.56,6,5,30,19,2577.87,28.71,6.2,Yes,31.67,31.69,High_spent_Large_value_payments,374.34,0
38,Mechanic,59513.44,5,7,1,15,47.58,31.05,32.6,No,37.88,140.16,High_spent_Medium_value_payments,576.61,1
38,Mechanic,59513.44,5,7,1,15,47.58,34.85,32.7,No,37.88,118.37,High_spent_Medium_value_payments,598.39,1
38,Mechanic,59513.44,5,7,1,15,47.58,26.1,32.8,No,37.88,377.29,Low_spent_Medium_value_payments,369.48,1
39,Mechanic,59513.44,5,7,1,15,47.58,38.59,33.0,No,37.88,305.42,High_spent_Small_value_payments,421.35,0
51,Writer,40331.05,5,5,3,31,767.89,35.75,19.6,No,64.77,80.44,High_spent_Large_value_payments,405.49,0
51,Writer,40331.05,5,5,3,26,767.89,30.61,19.7,No,64.77,269.76,Low_spent_Large_value_payments,246.17,0
51,Writer,40331.05,5,5,3,25,767.89,24.37,19.1,No,64.77,142.09,Low_spent_Medium_value_payments,383.84,0
53,Lawyer,42586.46,5,3,6,27,1053.75,29.29,29.6,No,64.01,59.49,High_spent_Medium_value_payments,497.59,1
53,Lawyer,42586.46,5,3,6,27,1053.75,28.8,29.8,No,64.01,271.06,Low_spent_Small_value_payments,326.02,1
53,Lawyer,42586.46,5,3,6,25,1053.75,30.08,29.9,No,64.01,97.57,High_spent_Small_value_payments,469.51,1
53,Lawyer,42586.46,5,3,6,28,1053.75,27.1,29.1,No,64.01,94.9,High_spent_Medium_value_payments,462.18,1
31,Journalist,9533.995,9,5,25,32,2579.1,31.72,7.4,Yes,61.37,25.21,Low_spent_Medium_value_payments,273.17,1
31,Journalist,9533.995,9,5,25,34,2579.1,29.56,7.5,Yes,61.37,71.93,Low_spent_Large_value_payments,216.46,1
31,Journalist,9533.995,9,5,25,32,2579.1,27.02,7.6,Yes,61.37,96.38,Low_spent_Small_value_payments,212.0,1
31,Journalist,9533.995,9,5,25,31,2579.1,33.33,7.8,Yes,61.37,101.83,Low_spent_Small_value_payments,206.55,1
24,Entrepreneur,80857.56,6,9,15,40,2368.74,29.75,18.9,Yes,164.78,266.29,High_spent_Medium_value_payments,495.85,0
25,Entrepreneur,80857.56,6,9,15,40,2368.74,29.0,19.2,Yes,164.78,177.72,High_spent_Medium_value_payments,584.41,0
25,Entrepreneur,80857.56,6,9,15,40,2368.74,26.87,19.4,Yes,164.78,130.09,High_spent_Large_value_payments,622.05,0
17,Architect,40314.54,9,7,32,18,2209.6,33.24,12.11,Yes,284.96,251.85,Low_spent_Large_value_payments,98.55,0
18,Architect,40314.54,9,7,32,18,2209.6,38.74,13.0,Yes,284.96,123.9,High_spent_Small_value_payments,216.5,0
18,Architect,40314.54,9,7,32,18,2209.6,36.12,13.4,Yes,284.96,65.26,High_spent_Medium_value_payments,265.13,0
18,Architect,40314.54,9,7,32,18,2209.6,34.59,13.5,Yes,284.96,259.2,Low_spent_Medium_value_payments,101.2,0
43,Architect,68214.9,6,5,7,28,978.49,31.51,27.9,Yes,59.13,423.3,Low_spent_Small_value_payments,373.62,1
43,Architect,68214.9,6,5,7,30,978.49,33.15,28.0,Yes,59.13,67.9,High_spent_Large_value_payments,679.02,1
43,Architect,68214.9,6,5,7,30,978.49,28.93,28.1,Yes,59.13,82.01,High_spent_Medium_value_payments,674.91,1
43,Architect,68214.9,6,5,7,30,978.49,26.6,28.2,Yes,59.13,110.69,High_spent_Medium_value_payments,646.24,1
24,Teacher,20365.57,9,9,30,15,2924.35,36.07,4.8,Yes,95.25,142.86,Low_spent_Medium_value_payments,206.1,1
24,Teacher,20365.57,9,9,30,17,2924.35,32.34,4.1,Yes,95.25,77.35,Low_spent_Large_value_payments,261.61,1
24,Teacher,20365.57,9,9,30,20,2924.35,25.53,5.1,Yes,95.25,28.9,High_spent_Medium_value_payments,290.06,1
25,Teacher,20365.57,9,9,30,20,2924.35,25.13,5.3,Yes,95.25,127.27,Low_spent_Medium_value_payments,221.7,1
22,Architect,23767.59,8,7,7,26,140.57,25.21,19.5,Yes,46.8,39.44,High_spent_Small_value_payments,378.22,1
22,Architect,23767.59,8,7,7,26,140.57,27.96,19.6,Yes,46.8,69.68,High_spent_Small_value_payments,347.99,1
27,Entrepreneur,48819.34,5,4,14,25,535.3,23.52,7.5,Yes,68.31,60.57,High_spent_Medium_value_payments,539.25,1
27,Entrepreneur,48819.34,5,4,14,25,535.3,25.49,7.6,Yes,68.31,220.74,Low_spent_Large_value_payments,399.08,1
27,Entrepreneur,48819.34,5,4,14,26,535.3,26.05,7.8,Yes,68.31,78.85,High_spent_Medium_value_payments,520.97,1
27,Entrepreneur,48819.34,5,4,14,25,535.3,26.07,7.1,Yes,68.31,34.08,High_spent_Large_value_payments,555.74,1
28,Entrepreneur,48819.34,5,4,14,22,535.3,42.08,7.11,Yes,68.31,110.81,High_spent_Small_value_payments,499.01,1
54,Architect,18140.575,1,4,5,12,850.7,39.23,16.5,No,7.95,42.24,High_spent_Large_value_payments,366.28,1
54,Architect,18140.575,1,4,5,12,850.7,32.44,16.8,No,7.95,191.03,Low_spent_Small_value_payments,267.48,2
54,Architect,18140.575,1,4,5,12,850.7,25.99,16.9,No,7.95,36.39,High_spent_Large_value_payments,372.12,1
54,Architect,18140.575,1,4,5,17,850.7,26.5,16.1,No,7.95,26.14,High_spent_Large_value_payments,382.38,2
19,Engineer,34860.05,3,1,10,10,1218.18,29.41,22.4,No,51.29,51.29,High_spent_Medium_value_payments,409.62,2
19,Engineer,34860.05,3,1,10,14,1218.18,35.9,22.5,No,51.29,160.66,High_spent_Small_value_payments,310.25,2
19,Engineer,34860.05,3,1,10,19,1218.18,32.78,22.8,No,51.29,87.18,High_spent_Medium_value_payments,373.73,1
19,Engineer,34860.05,3,1,10,9,1218.18,25.88,22.9,No,51.29,164.09,Low_spent_Small_value_payments,336.82,1
19,Engineer,34860.05,3,1,10,17,1218.18,32.94,22.1,No,51.29,128.57,High_spent_Small_value_payments,342.34,1
22,Manager,18145.22,4,3,10,3,1154.49,38.96,16.1,No,12.84,93.23,Low_spent_Medium_value_payments,319.84,2
22,Manager,18145.22,4,3,10,3,1154.49,28.14,16.3,No,12.84,58.6,Low_spent_Medium_value_payments,354.47,2
34,Doctor,18753.34,5,4,11,24,2575.62,23.61,14.1,Yes,54.4,170.05,Low_spent_Small_value_payments,227.93,1
35,Doctor,18753.34,5,4,11,25,2575.62,37.24,15.0,Yes,54.4,116.52,Low_spent_Medium_value_payments,271.46,1
35,Doctor,18753.34,5,4,11,24,2575.62,29.44,15.1,Yes,54.4,82.21,High_spent_Small_value_payments,285.77,1
34,Architect,15807.59,6,8,28,40,2400.96,27.25,14.2,Yes,39.45,84.7,Low_spent_Small_value_payments,305.69,0
35,Architect,15807.59,6,8,28,40,2400.96,39.49,14.3,Yes,39.45,100.46,Low_spent_Small_value_payments,289.92,0
35,Architect,15807.59,6,8,28,36,2400.96,34.72,14.4,Yes,39.45,44.54,High_spent_Medium_value_payments,305.84,1
35,Architect,15807.59,6,8,28,40,2400.96,38.48,14.8,Yes,39.45,93.91,High_spent_Small_value_payments,266.47,1
28,Manager,37688.55,2,6,2,9,28.36,32.11,24.9,No,114.33,78.89,High_spent_Small_value_payments,398.55,2
28,Manager,37688.55,2,6,2,9,28.36,29.53,24.1,No,114.33,73.91,High_spent_Large_value_payments,383.53,2
28,Manager,37688.55,2,6,2,9,28.36,32.36,24.11,No,114.33,126.76,High_spent_Medium_value_payments,340.68,2
28,Manager,37688.55,2,6,2,9,28.36,26.32,25.1,No,114.33,115.65,High_spent_Medium_value_payments,351.79,2
28,Manager,37688.55,2,6,2,9,28.36,34.08,25.2,No,114.33,79.67,High_spent_Medium_value_payments,387.77,2
